customer_ID,shopping_pt,group_size,homeowner,car_age,married_couple,cost
10065139,4,1,1,15,0,533
10065141,9,1,1,11,0,596
10065142,8,1,0,4,0,663
10065148,6,2,1,11,1,567
10065150,8,1,0,27,0,574
10065151,9,1,1,3,0,664
10065152,4,1,1,3,0,649
10065153,7,1,0,5,0,677
10065155,4,2,1,2,1,721
10065157,9,2,1,3,1,632
10065158,4,1,0,7,0,665
10065160,5,2,1,4,1,601
10065161,7,2,1,3,1,676
10065163,9,1,0,0,0,723
10065165,5,1,1,8,0,594
10065166,8,1,0,6,0,711
10065167,6,1,1,8,0,650
10065169,7,1,0,13,0,594
10065170,4,1,1,4,0,691
10065171,9,1,1,2,0,603
10065176,7,1,0,1,0,572
10065177,7,1,1,16,1,615
10065178,6,1,1,7,0,636
10065180,9,2,1,10,1,593
10065181,5,1,1,10,0,615
10065182,3,1,1,1,0,620
10065184,6,1,1,3,0,660
10065185,6,1,0,7,0,625
10065186,4,1,0,4,0,651
10065189,8,3,1,1,0,679
10065190,5,1,1,4,0,609
10065191,8,1,0,18,0,653
10065192,5,2,0,14,1,582
10065193,9,1,0,24,0,630
10065194,8,1,1,12,0,598
10065195,6,1,0,2,1,727
10065196,9,1,0,9,0,618
10065201,8,2,1,10,1,644
10065202,8,1,0,14,0,609
10065204,7,1,1,17,1,617
10065205,5,1,0,21,0,650
10065206,8,1,0,14,0,628
10065207,8,2,0,1,0,659
10065209,9,1,0,13,0,628
10065210,6,1,0,12,0,681
10065211,8,1,1,15,0,572
10065212,9,1,0,10,0,703
10065213,5,1,1,10,0,607
10065214,5,1,1,7,0,652
10065216,6,1,1,11,0,656
10065219,7,2,1,26,1,627
10065222,7,1,0,7,0,629
10065223,5,1,0,1,0,658
10065225,6,1,1,2,0,566
10065228,8,2,0,7,1,709
10065232,8,1,0,16,0,596
10065235,6,1,0,1,0,680
10065236,9,1,0,6,0,633
10090892,9,1,0,3,0,665
10090894,9,2,0,10,1,640
10090896,4,1,1,7,0,607
10090897,9,1,0,11,0,592
10090900,9,1,1,28,0,524
10090901,5,1,1,5,0,661
10090902,6,1,1,1,0,633
10090903,9,2,1,1,1,659
10090904,4,1,0,19,0,674
10090906,8,1,0,14,1,635
10090908,6,1,1,1,0,610
10090909,6,1,0,5,0,597
10090910,6,1,1,14,0,644
10090911,9,2,0,1,1,616
10090912,8,1,0,1,0,661
10090913,8,1,0,4,0,610
10090914,6,1,1,11,0,592
10090915,6,2,1,10,1,652
10090916,6,1,0,18,0,581
10090917,5,1,1,10,0,663
10090918,8,4,1,15,0,636
10090920,8,1,0,15,0,605
10090922,9,1,0,12,0,640
10090924,3,1,0,9,0,624
10090925,5,1,0,7,0,671
10090926,9,2,1,7,1,633
10090927,9,1,1,9,0,663
10090928,9,1,0,2,1,700
10090931,6,1,0,20,1,597
10090932,8,2,1,14,1,614
10090933,6,2,0,10,0,636
10090936,6,1,0,11,0,640
10090939,7,2,1,0,0,647
10090940,6,1,1,9,0,626
10090941,7,1,1,9,0,645
10090942,4,1,1,12,0,584
10090944,9,1,0,7,0,697
10090945,4,2,1,1,0,677
10090948,7,1,0,1,0,707
10090949,8,2,1,0,1,597
10090951,7,1,1,4,0,593
10090953,9,1,1,4,0,621
10090954,6,2,1,5,0,690
10090956,7,1,1,8,0,606
10090959,5,1,0,4,0,612
10090961,9,1,0,10,0,599
10090962,5,1,0,10,0,616
10090963,8,1,0,19,0,578
10090964,7,1,0,14,0,635
10090966,9,1,0,16,0,658
10090967,5,1,0,7,0,651
10090968,9,1,1,3,0,641
10090969,5,1,0,1,0,613
10090971,7,1,1,8,0,667
10090972,6,2,1,1,1,688
10090973,4,1,0,9,0,667
10090975,5,1,1,14,0,600
10090977,7,1,1,8,0,643
10090978,5,1,0,2,0,614
10090979,4,1,0,5,0,638
10090980,9,1,0,10,0,638
10090981,8,1,0,12,0,687
10090987,5,2,1,11,1,567
10090988,5,1,1,4,0,643
10090989,8,1,1,9,0,592
10090991,6,1,1,4,0,564
10090993,6,1,0,8,0,691
10090994,7,1,0,1,0,645
10090996,6,1,0,13,0,697
10090999,6,1,0,10,0,694
10091001,7,1,0,8,0,682
10091002,3,2,1,16,1,557
10091003,6,1,0,2,0,637
10091004,7,1,1,16,0,627
10091005,7,1,0,16,0,636
10091006,9,1,0,8,0,698
10091007,8,1,0,5,0,581
10091008,9,1,0,1,0,669
10091010,9,1,0,4,0,664
10091011,8,1,1,1,0,675
10091013,3,1,0,5,0,650
10091014,9,1,1,3,0,615
10091016,8,1,1,8,0,589
10091017,8,2,1,3,1,664
10091018,7,2,1,2,1,671
10091019,8,2,0,10,0,734
10091020,8,2,0,5,1,696
10091023,7,1,0,10,0,631
10091024,5,1,0,5,0,665
10091027,5,2,1,17,1,582
10091031,6,1,1,2,0,593
10091032,9,1,0,17,0,698
10091033,9,1,1,4,0,607
10091034,8,1,1,2,0,607
10091035,5,1,0,33,0,589
10091036,7,1,0,5,0,648
10091039,7,1,1,5,0,581
10091040,5,1,0,2,0,640
10091041,5,1,1,3,1,680
10091042,3,1,0,4,0,763
10091043,5,1,1,20,0,551
10091046,6,1,1,1,0,626
10091047,7,1,0,18,0,619
10091048,4,2,0,16,1,574
10091049,3,1,0,5,0,652
10091050,8,1,1,2,1,658
10091051,5,1,0,13,0,656
10091052,5,1,1,1,0,657
10091053,8,1,0,8,0,656
10091054,5,1,1,17,0,569
10091056,7,1,0,17,0,593
10091057,8,1,1,4,0,645
10091058,9,2,1,17,0,655
10091059,9,2,1,1,1,588
10091060,9,1,1,6,0,629
10091061,7,1,1,8,0,694
10091062,6,1,1,12,0,569
10091063,5,2,1,14,0,609
10091064,9,1,1,9,0,626
10091065,4,1,1,10,0,605
10091066,9,1,0,10,0,665
10091067,9,1,0,6,0,687
10091068,7,1,0,11,0,549
10091069,6,1,1,7,0,559
10091070,7,1,1,1,0,580
10091071,7,1,0,1,0,663
10091072,6,1,1,13,0,579
10091075,9,1,0,8,0,674
10091076,8,1,1,10,0,591
10091078,5,2,0,12,1,617
10091079,8,2,1,9,1,632
10091080,9,1,1,8,0,680
10091082,7,2,1,6,0,675
10091083,7,1,1,23,0,608
10091086,9,1,0,2,0,683
10091087,6,1,0,12,0,712
10091089,6,1,0,17,1,593
10091090,5,1,0,1,0,671
10091091,9,1,0,17,0,567
10091092,8,1,0,13,0,664
10091093,8,2,1,7,1,665
10091094,6,2,1,9,1,681
10091095,6,1,1,8,0,529
10091096,5,1,0,9,0,676
10091097,4,2,1,2,1,595
10091098,3,1,1,11,0,569
10091099,7,2,1,5,0,638
10091100,5,1,0,20,0,661
10091101,3,2,1,22,1,552
10091103,7,1,1,3,0,588
10091104,9,1,0,14,0,555
10091106,4,2,0,5,0,714
10091107,6,1,1,18,0,648
10091108,9,1,1,7,0,679
10091109,7,1,0,7,0,670
10091111,9,1,1,1,0,637
10091112,5,2,1,10,0,692
10091113,5,1,0,3,0,666
10091114,9,2,0,4,1,653
10091115,6,1,0,1,0,675
10091116,5,1,1,24,0,533
10091118,7,1,0,14,0,572
10091122,9,2,1,2,1,636
10091123,3,2,1,12,0,608
10091126,7,1,0,19,0,538
10091127,6,1,1,0,0,588
10091128,7,1,0,13,0,653
10091130,6,1,0,1,0,638
10091131,4,2,1,4,0,637
10091132,9,1,1,7,0,664
10091133,6,1,0,9,0,670
10034924,5,1,0,2,0,620
10034925,8,2,0,1,0,705
10034926,7,1,0,16,0,604
10034928,7,1,1,7,1,675
10034931,6,1,0,2,0,688
10034932,7,1,0,14,0,665
10034933,5,1,0,17,0,643
10034934,7,1,1,6,0,616
10034936,9,1,1,6,0,623
10034942,8,2,1,6,0,604
10034944,7,2,0,14,0,621
10034946,8,1,0,1,0,691
10034947,8,2,1,23,1,657
10034949,4,1,0,11,0,572
10034950,8,2,1,3,1,605
10034951,8,1,1,10,0,622
10034952,9,1,1,14,0,604
10034954,7,1,0,1,0,672
10034956,8,1,0,7,0,571
10034957,7,1,1,4,1,634
10034960,3,1,1,1,0,640
10034962,8,1,1,11,0,673
10034963,5,1,1,5,0,687
10034964,6,1,0,11,0,577
10034965,9,2,1,14,0,676
10034966,5,1,1,3,0,589
10034969,8,1,0,12,0,572
10034972,4,1,1,16,0,589
10034973,4,1,0,13,0,597
10034974,8,1,1,2,0,655
10034975,9,1,1,3,0,748
10034976,5,1,1,8,0,621
10034977,8,2,1,2,1,569
10034978,9,2,0,9,1,665
10034979,4,1,1,1,1,621
10034980,4,2,1,1,1,635
10034984,7,1,0,10,0,571
10034985,9,1,1,3,0,584
10034987,9,2,1,9,1,624
10034989,5,1,0,10,0,642
10034992,8,1,0,13,0,671
10034993,9,1,0,4,0,699
10034994,6,1,0,18,0,626
10034995,7,1,1,4,0,716
10034996,3,1,0,5,0,636
10034997,5,1,1,1,0,696
10034998,7,1,1,7,0,583
10034999,5,1,0,12,0,656
10035000,5,1,0,0,0,694
10035002,6,1,0,8,0,653
10035003,8,1,1,9,1,616
10035004,8,1,0,5,0,702
10035005,4,1,0,15,0,685
